-3.0943,-85.681,-101.45
-85.681,-2855.8,-3427.8
-101.45,-3427.8,-4118.1
-3.0443,-85.362,-101.17
-85.362,-2853.8,-3426
-101.17,-3426,-4116.5
69.013,116.4,1.7343
102.45,-2327.9,-3157.8
-14.473,-3183.3,-3992.7
7.3517,-48.851,-78.69
-55.289,-2747.6,-3360.4
-86.395,-3373.5,-4083.9
-0.10992,-72.816,-92.308
-76.698,-2815.8,-3398.7
-97.056,-3407.3,-4102.7
-3.0943,-85.681,-102.22
-85.681,-2855.8,-3432.2
-101.45,-3427.8,-4118.7
-3.1443,-85.965,-101.68
-85.965,-2857.4,-3429.1
-101.68,-3429.1,-4119.2
-2.9943,-85.008,-100.84
-85.008,-2851.2,-3423.7
-100.84,-3423.7,-4114.4
69.063,167.19,53.906
153.24,-2017.4,-2912.1
37.144,-2940.8,-3818.1
7.4017,-41.219,-70.27
-47.657,-2693.4,-3313.3
-78.155,-3327.5,-4047
-0.059919,-70.408,-89.582
-74.29,-2797,-3381.5
-94.404,-3390.6,-4088.3
194.48,398.23,109.52
408.02,-1640.4,-2894
120.76,-2878.2,-3875
69.013,116.4,-31.486
102.45,-2327.9,-3246.8
-48.672,-3279,-4065.9
7.3017,-56.447,-86.455
-62.885,-2791.2,-3394.3
-93.889,-3406,-4106.5
29.251,3.4182,-58.75
8.8096,-2593.1,-3300.1
-52.402,-3290.5,-4050.7
7.3517,-48.851,-86.44
-55.289,-2747.6,-3384.9
-94.769,-3402.8,-4106.7
-0.15992,-75.189,-94.879
-79.071,-2831.2,-3411.9
-99.514,-3419.8,-4112.5
-0.10992,-72.816,-95.462
-76.698,-2815.8,-3409.9
-100.66,-3422.5,-4114
-3.0443,-85.362,-102.26
-85.362,-2853.8,-3432.4
-101.17,-3426,-4118.4
-0.10992,-72.816,-95.462
-76.698,-2815.8,-3409.9
-100.66,-3422.5,-4114
-3.0943,-85.681,-101.45
-85.681,-2855.8,-3427.8
-101.45,-3427.8,-4118.1
-3.0943,-85.681,-102.22
-85.681,-2855.8,-3432.2
-101.45,-3427.8,-4118.7
-3.07,-85.502,-101.89
-85.502,-2854.5,-3430.4
-101.28,-3426.6,-4119.1
