-3.6053,-7.1889,-2.2106
-2.2851,-4.7831,-1.5201
-1.0767,-2.5743,-0.88485
-0.033512,-0.65903,-0.33219
0.7639,0.81795,0.096932
1.1942,1.6392,0.34103
1.0746,1.4777,0.30778
0.95862,1.3209,0.27544
0.84722,1.17,0.24431
0.74128,1.0262,0.21461
0.64144,0.89048,0.18653
0.54819,0.76346,0.16023
0.46186,0.64563,0.1358
0.38262,0.53726,0.1133
0.3105,0.43843,0.092761
0.24545,0.34908,0.074166
0.18729,0.26903,0.057483
0.13579,0.19797,0.042652
0.090643,0.13552,0.029598
0.051505,0.08122,0.018229
0.017991,0.034578,0.0084441
-0.010305,-0.0049503,0.0001333
-0.033805,-0.037922,-0.006817
-0.052932,-0.064905,-0.012523
-0.068109,-0.086466,-0.017101
-0.07975,-0.10316,-0.020665
-0.088256,-0.11553,-0.023327
-0.09401,-0.1241,-0.025194
-0.097374,-0.12935,-0.026367
-0.098689,-0.13175,-0.026943
-0.098271,-0.13174,-0.027009
-0.096412,-0.1297,-0.02665
-0.093378,-0.126,-0.025941
-0.089408,-0.12098,-0.02495
-0.08472,-0.11493,-0.023739
-0.079505,-0.10811,-0.022363
-0.073932,-0.10076,-0.020872
-0.068147,-0.093081,-0.019307
-0.062278,-0.085249,-0.017706
-0.056432,-0.077415,-0.016101
-0.050698,-0.069704,-0.014516
-0.04515,-0.062219,-0.012976
-0.039848,-0.055045,-0.011496
-0.034836,-0.048246,-0.010092
-0.03015,-0.041873,-0.0087733
-0.025813,-0.03596,-0.0075482
-0.02184,-0.030529,-0.0064214
-0.018237,-0.025593,-0.0053956
-0.015005,-0.021154,-0.0044716
-0.012137,-0.017204,-0.0036483
-0.0096241,-0.013733,-0.0029232
-0.0074502,-0.01072,-0.0022929
-0.0055979,-0.0081439,-0.0017526
-0.0040466,-0.0059768,-0.0012969
-0.0027739,-0.0041894,-0.00091991
-0.0017555,-0.0027495,-0.00061504
-0.0009662,-0.0016236,-0.0003754
-0.00037982,-0.00077665,-0.00019388
3.0194e-05,-0.00017309,-6.3152e-05
0.00029062,0.0002231,2.4172e-05
0.00042819,0.00044791,7.5498e-05
0.00046931,0.00053702,9.8168e-05
0.00043976,0.00052526,9.9368e-05
0.0003643,0.00044622,8.6025e-05
0.00026613,0.00033139,6.4658e-05
0.0001661,0.00020926,4.1167e-05
8.1593e-05,0.00010369,2.0521e-05
2.4768e-05,3.1685e-05,6.2994e-06
0,0,0
0,0,0
-1.2212e-15,1.7764e-15,-8.8818e-16
-5.5378,-11.269,-3.5145
-3.0682,-6.5454,-2.1059
-0.92481,-2.4363,-0.87868
0.73155,0.75345,0.077099
1.6592,2.5664,0.62615
1.4948,2.3155,0.5654
1.3351,2.0716,0.5063
1.1817,1.8369,0.44937
1.0355,1.613,0.39503
0.89766,1.4014,0.34363
0.76874,1.2032,0.29546
0.64922,1.0192,0.25068
0.53937,0.84983,0.20942
0.43928,0.69521,0.17172
0.34886,0.55529,0.13757
0.26791,0.42979,0.10692
0.19612,0.31827,0.079645
0.13308,0.22014,0.055621
0.078338,0.13472,0.034682
0.031362,0.061238,0.016642
-0.0083959,-0.0011434,0.0013039
-0.041507,-0.05328,-0.01154
-0.068551,-0.09605,-0.0221
-0.090107,-0.13033,-0.030589
-0.10674,-0.15699,-0.037216
-0.11901,-0.17686,-0.042184
-0.12743,-0.19075,-0.045688
-0.13252,-0.19943,-0.047915
-0.13473,-0.20362,-0.04904
-0.13451,-0.20399,-0.049227
-0.13225,-0.20117,-0.048627
-0.12834,-0.19572,-0.047378
-0.1231,-0.18816,-0.045607
-0.11683,-0.17896,-0.043428
-0.10981,-0.16853,-0.040942
-0.10226,-0.15724,-0.038238
-0.094386,-0.1454,-0.035396
-0.086377,-0.1333,-0.032482
-0.078376,-0.12117,-0.029556
-0.070512,-0.10921,-0.026666
-0.062888,-0.09759,-0.023852
-0.055588,-0.086432,-0.021148
-0.048677,-0.075845,-0.018578
-0.042204,-0.065909,-0.016164
-0.036204,-0.05668,-0.013919
-0.030699,-0.048195,-0.011853
-0.0257,-0.040473,-0.0099711
-0.021207,-0.03352,-0.0082742
-0.017214,-0.027327,-0.006761
-0.013708,-0.021876,-0.0054273
-0.010669,-0.017139,-0.0042667
-0.0080739,-0.013081,-0.0032707
-0.0058943,-0.0096612,-0.0024298
-0.0041,-0.0068335,-0.001733
-0.002658,-0.004549,-0.0011684
-0.0015339,-0.0027556,-0.00072351
-0.00069214,-0.0013994,-0.00038538
-9.6219e-05,-0.00042516,-0.00014066
0.00029055,0.00022295,2.4127e-05
0.00050486,0.0006008,0.00012251
0.00058303,0.00076377,0.00016789
0.00056053,0.00076607,0.00017341
0.00047148,0.00065994,0.00015174
0.00034792,0.00049449,0.00011481
0.00021871,0.00031417,7.3426e-05
0.00010801,0.00015637,3.672e-05
3.2923e-05,4.7946e-05,1.13e-05
0,0,0
0,0,0
4.1078e-15,2.6645e-15,-2
-5.5378,-11.269,-1.7101
-3.0682,-6.5454,-1.0012
-0.92481,-2.4363,-0.38424
0.73155,0.75345,0.095043
1.6592,2.5664,0.36819
1.4948,2.3155,0.33232
1.3351,2.0716,0.29743
1.1817,1.8369,0.26384
1.0355,1.613,0.23179
0.89766,1.4014,0.2015
0.76874,1.2032,0.17311
0.64922,1.0192,0.14674
0.53937,0.84983,0.12246
0.43928,0.69521,0.10028
0.34886,0.55529,0.080206
0.26791,0.42979,0.062191
0.19612,0.31827,0.046176
0.13308,0.22014,0.032077
0.078338,0.13472,0.019796
0.031362,0.061238,0.0092249
-0.0083959,-0.0011434,0.00024481
-0.041507,-0.05328,-0.0072669
-0.068551,-0.09605,-0.013435
-0.090107,-0.13033,-0.018386
-0.10674,-0.15699,-0.022242
-0.11901,-0.17686,-0.025123
-0.12743,-0.19075,-0.027146
-0.13252,-0.19943,-0.02842
-0.13473,-0.20362,-0.029047
-0.13451,-0.20399,-0.029126
-0.13225,-0.20117,-0.028743
-0.12834,-0.19572,-0.027983
-0.1231,-0.18816,-0.026917
-0.11683,-0.17896,-0.025614
-0.10981,-0.16853,-0.024133
-0.10226,-0.15724,-0.022526
-0.094386,-0.1454,-0.02084
-0.086377,-0.1333,-0.019114
-0.078376,-0.12117,-0.017382
-0.070512,-0.10921,-0.015674
-0.062888,-0.09759,-0.014012
-0.055588,-0.086432,-0.012415
-0.048677,-0.075845,-0.0109
-0.042204,-0.065909,-0.0094773
-0.036204,-0.05668,-0.0081551
-0.030699,-0.048195,-0.0069388
-0.0257,-0.040473,-0.0058314
-0.021207,-0.03352,-0.0048338
-0.017214,-0.027327,-0.0039448
-0.013708,-0.021876,-0.0031617
-0.010669,-0.017139,-0.0024809
-0.0080739,-0.013081,-0.0018972
-0.0058943,-0.0096612,-0.0014048
-0.0041,-0.0068335,-0.00099736
-0.002658,-0.004549,-0.00066774
-0.0015339,-0.0027556,-0.00040856
-0.00069214,-0.0013994,-0.00021212
-9.6219e-05,-0.00042516,-7.0535e-05
0.00029055,0.00022295,2.4168e-05
0.00050486,0.0006008,7.9976e-05
0.00058303,0.00076377,0.00010481
0.00056053,0.00076607,0.00010642
0.00047148,0.00065994,9.2285e-05
0.00034792,0.00049449,6.9435e-05
0.00021871,0.00031417,4.424e-05
0.00010801,0.00015637,2.2064e-05
3.2923e-05,4.7946e-05,6.7757e-06
0,0,0
0,0,0
-9.4935,-14.023,-3.4745
-1.5591,-3.9404,-1.3642
4.456,3.8472,0.30277
7.5943,8.1942,1.3052
6.4188,7.3813,1.3108
-1.2268,-1.1707,-0.17864
-1.1168,-1.0658,-0.16263
-1.0091,-0.96302,-0.14695
-0.9045,-0.86316,-0.13171
-0.80372,-0.76699,-0.11704
-0.7075,-0.67517,-0.10303
-0.61644,-0.58827,-0.089765
-0.53101,-0.50674,-0.077324
-0.45153,-0.43089,-0.06575
-0.3782,-0.36092,-0.055073
-0.31113,-0.29691,-0.045306
-0.2503,-0.23886,-0.036448
-0.19561,-0.18667,-0.028484
-0.14689,-0.14018,-0.02139
-0.1039,-0.099155,-0.01513
-0.066371,-0.063337,-0.0096648
-0.033972,-0.032419,-0.0049469
-0.0063633,-0.0060725,-0.00092661
0.016816,0.016048,0.0024488
0.035937,0.034294,0.0052331
0.05137,0.049022,0.0074804
0.063482,0.060581,0.0092441
0.072632,0.069312,0.010577
0.079165,0.075546,0.011528
0.083409,0.079597,0.012146
0.085675,0.081759,0.012476
0.086253,0.082311,0.01256
0.085412,0.081508,0.012437
0.083397,0.079585,0.012144
0.080435,0.076758,0.011713
0.076727,0.07322,0.011173
0.072454,0.069142,0.010551
0.067777,0.064679,0.0098695
0.062837,0.059965,0.0091501
0.057755,0.055115,0.0084101
0.052636,0.05023,0.0076647
0.047568,0.045393,0.0069267
0.042624,0.040676,0.0062068
0.037864,0.036133,0.0055137
0.033335,0.031812,0.0048542
0.029074,0.027745,0.0042337
0.025107,0.023959,0.003656
0.021451,0.02047,0.0031236
0.018116,0.017288,0.002638
0.015106,0.014416,0.0021997
0.012419,0.011851,0.0018084
0.010047,0.009588,0.0014631
0.0079803,0.0076155,0.0011621
0.0062035,0.00592,0.00090335
0.0047,0.0044851,0.0006844
0.0034503,0.0032926,0.00050242
0.0024335,0.0023223,0.00035436
0.0016273,0.001553,0.00023697
0.0010086,0.00096252,0.00014687
0.00055349,0.00052819,8.0597e-05
0.00023777,0.00022691,3.4624e-05
3.7269e-05,3.5566e-05,5.427e-06
-7.1989e-05,-6.8698e-05,-1.0483e-05
-0.00011335,-0.00010817,-1.6506e-05
-0.00010911,-0.00010412,-1.5888e-05
-7.9849e-05,-7.62e-05,-1.1627e-05
-4.3548e-05,-4.1557e-05,-6.3413e-06
-1.4236e-05,-1.3585e-05,-2.073e-06
0,0,0
0,0,0
-6.3204,-10.557,-2.8658
-2.1733,-4.6445,-1.4931
1.3152,0.39257,-0.3076
3.8181,4.1186,0.59737
4.8446,5.8796,1.0818
3.6572,4.6944,0.93546
-0.85041,-0.9101,-0.15681
-0.7742,-0.82855,-0.14276
-0.69955,-0.74865,-0.12899
-0.62701,-0.67103,-0.11562
-0.55715,-0.59626,-0.10274
-0.49045,-0.52488,-0.090436
