x,y,z,yaw,velocity,change_flag
100.693575011475,-90.6342702546504,1.40687984091331,-2.64179726400469,5,0
100.693692614951,-90.6342071875511,1.40688200084328,-2.64176329728268,5,0
100.693805872537,-90.6341433721118,1.40688476608134,-2.64176430027289,5,0
100.6938921733,-90.6340948362081,1.40688442421495,-2.64176512647831,5,0
100.693996623684,-90.6340377261146,1.40688625772433,-2.64176393366881,5,0
100.694099317635,-90.6339816862191,1.40688855985924,-2.64176428355717,5,0
100.694184536651,-90.6339347680506,1.4068879385437,-2.64173331242115,5,0
100.694280567366,-90.633881663423,1.40688947574184,-2.64173406531344,5,0
100.69438867779,-90.6338206322326,1.40689216206127,-2.64173093037729,5,0
100.694492964886,-90.6337636593819,1.40689356950363,-2.64172909383074,5,0
100.694590373598,-90.6337106918381,1.40689472398748,-2.64173348667288,5,0
100.694687931107,-90.6336647436461,1.40689598264973,-2.64173084897771,5,0
100.694802899109,-90.6335941411518,1.40689783170237,-2.64171369078214,5,0
100.694898705766,-90.6335414233004,1.40689884295804,-2.64171118485731,5,0
100.694982640832,-90.6334941746144,1.40690062513314,-2.64171438646861,5,0
100.69508917167,-90.633435957579,1.40690227802834,-2.64171347571145,5,0
100.695195817139,-90.6333776246831,1.4069032148705,-2.64171336568575,5,0
100.695299583321,-90.6333201281572,1.40690453034972,-2.64171298869761,5,0
100.695410953908,-90.6332598877604,1.40690604202563,-2.64171216605871,5,0
100.695527785404,-90.6331954462052,1.40690819605402,-2.64167803064967,5,0
100.69562802083,-90.6331414695492,1.40690859589878,-2.64167746362218,5,0
100.695722733075,-90.6330870917947,1.40691040251082,-2.64167679873157,5,0
100.695829708312,-90.6330281921545,1.40691230983504,-2.64167724419139,5,0
100.695955029365,-90.6329600268028,1.40691446343746,-2.64164518790428,5,0
100.696059339684,-90.6329027426392,1.40691652296862,-2.64160875802304,5,0
100.696127880341,-90.6328636078201,1.40691722006285,-2.64160997398523,5,0
100.69622327619,-90.6328151032516,1.40691692173786,-2.64158083248912,5,0
100.696305996039,-90.632766347985,1.40692071673017,-2.64154379895032,5,0
100.696372286206,-90.6327306643362,1.40692045367996,-2.64154461677326,5,0
100.696460721634,-90.6326858109463,1.40692459015962,-2.64151395505254,5,0
100.696539502839,-90.6326376257339,1.40692474277879,-2.64151356603245,5,0
100.696642052266,-90.6325851158047,1.40692617835969,-2.64147482031078,5,0
100.69672644036,-90.6325349270459,1.40692835224615,-2.64147623745597,5,0
100.696800955307,-90.6324926056093,1.40692768869961,-2.64147261822993,5,0
100.696902352451,-90.6324385878826,1.40692940150032,-2.64141930477474,5,0
100.696991931532,-90.6323859381302,1.40693115968422,-2.6414204736014,5,0
100.69707126288,-90.6323421687332,1.40693177501829,-2.64141653059609,5,0
100.697164540469,-90.6322905739582,1.40693344431728,-2.64138400199434,5,0
100.697248903032,-90.6322455219516,1.40693410441607,-2.64138455571776,5,0
100.697349625781,-90.6321875048053,1.40693693352174,-2.64135101879499,5,0
100.69743331225,-90.6321427733306,1.40693768207496,-2.64135179232972,5,0
100.697524401996,-90.6320935194345,1.40693857375397,-2.64131615912397,5,0
100.697607279175,-90.6320454524852,1.40693948427308,-2.64131622636159,5,0
100.697701615627,-90.6319977112147,1.40694208409276,-2.64128732763106,5,0
100.697807783861,-90.6319344521894,1.40694280619556,-2.64124141543093,5,0
100.697894043929,-90.631886614498,1.40694438977735,-2.64124131920918,5,0
100.697977106744,-90.6318420632175,1.40694321343933,-2.64124041195625,5,0
100.698069514557,-90.6317892545252,1.40694710489405,-2.64120636620357,5,0
100.698139956903,-90.6317515001339,1.40694722923688,-2.64121094955207,5,0
100.698238806465,-90.631695467295,1.40694901458708,-2.64117084171011,5,0
100.698325047861,-90.6316491463469,1.40694872105307,-2.64117339027581,5,0
100.698415240335,-90.631601590004,1.40694983999878,-2.64116513374807,5,0
100.698500004632,-90.6315512978773,1.4069528329934,-2.64113543583041,5,0
100.698593187397,-90.631499964146,1.40695337897764,-2.64109894721416,5,0
100.698678997112,-90.6314510322053,1.40695585275792,-2.64109769628911,5,0
100.698761554445,-90.6314057853103,1.40695593214698,-2.64106891270444,5,0
100.698845108558,-90.6313593518544,1.40695761957642,-2.64106809529848,5,0
100.698932456771,-90.6313099063032,1.40695816578665,-2.64106703767,5,0
100.699033923161,-90.6312549880222,1.40696039983682,-2.64103623098235,5,0
100.699133567822,-90.6311995021405,1.40696115850904,-2.64100176211676,5,0
100.699222202305,-90.6311502838142,1.40696300535727,-2.64100253910395,5,0
100.699327269552,-90.6310929154263,1.40696396235698,-2.64095950227147,5,0
100.699419298248,-90.6310423781768,1.40696389784282,-2.64092905347546,5,0
100.699510354675,-90.6309908329211,1.40696630687935,-2.64093026944038,5,0
100.699594775412,-90.6309427150148,1.40696823604585,-2.64093039624455,5,0
100.699696497734,-90.6308895308567,1.40696935904994,-2.64089445063303,5,0
100.699783918964,-90.6308396628806,1.40697007261522,-2.64089410683575,5,0
100.699942315531,-90.6307684388921,1.40697419217414,-2.64066203819867,5,0
100.700023382334,-90.6307090558497,1.40697370048507,-2.64063133112595,5,0
100.700098172023,-90.6306681261109,1.40697480966908,-2.64063333934974,5,0
100.700195895505,-90.6306166479265,1.40697623806545,-2.64060410341548,5,0
100.700285251358,-90.6305638353953,1.40697679099366,-2.64060482225214,5,0
100.700378320943,-90.6305095923493,1.40697881768915,-2.64060059841409,5,0
100.700458715548,-90.6304670374561,1.40697965328806,-2.64060233800718,5,0
100.700571143327,-90.6304027461161,1.40698168921942,-2.64056125133131,5,0
100.700679123395,-90.6303494277586,1.40698406494361,-2.64052177850379,5,0
100.700796106766,-90.630279809489,1.40698484702223,-2.64046000600202,5,0
100.700935935154,-90.6302087870303,1.40698573940766,-2.64033111327038,5,0
100.701046027196,-90.6301739336205,1.40698580384852,-2.64012943225349,5,0
100.70077384244,-90.6303267780942,1.40697961822893,-2.64026750453859,5,0
100.700946455402,-90.630221661869,1.40698647274424,-2.64007760395864,5,0
100.700989134389,-90.63021395346,1.4069895056714,-2.63981841615931,5,0
100.700943096424,-90.630239045127,1.4069894123057,-2.63981300084767,5,0
100.700915485344,-90.6302537557077,1.40698910651215,-2.63980998889522,5,0
100.700878546009,-90.6302732703946,1.40698861089348,-2.63981116061259,5,0
100.700835990112,-90.6302944858228,1.40698746397338,-2.63981395127423,5,0
100.70080982194,-90.6303088283434,1.40698769338695,-2.63981358275733,5,0
100.700795466601,-90.6303166214635,1.40698782999636,-2.6398138376037,5,0
100.700782273787,-90.6303240186098,1.40698753781788,-2.63981454033176,5,0
100.700767820725,-90.6303330040015,1.4069869600652,-2.63981556968064,5,0
100.700750918941,-90.6303419993672,1.40698659168315,-2.6398153555257,5,0
100.700736744399,-90.630349235063,1.40698658256428,-2.63981511172906,5,0
100.700722799492,-90.6303568735567,1.40698640151473,-2.63981521403522,5,0
100.700709207874,-90.6303641297251,1.40698621680556,-2.63981483050065,5,0
100.700695416577,-90.6303716088935,1.4069860433992,-2.63981461554888,5,0
100.700681814244,-90.6303789380416,1.40698589028376,-2.63981476548703,5,0
