x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
30.4867,-121.6129,0.9517,-2.8052,5,0,0,0,0,0
29.5335,-121.9153,0.9408,-2.8541,5,0,0,0,0,0
28.5675,-122.1744,0.9295,-2.8796,5,0,0,0,0,0
27.5991,-122.424,0.9319,-2.8962,5,0,0,0,0,0
26.6271,-122.6585,0.9282,-2.917,5,0,0,0,0,0
25.6507,-122.875,0.9256,-2.9247,5,0,0,0,0,0
24.6746,-123.0921,0.9258,-2.9247,5,0,0,0,0,0
23.6978,-123.3061,0.9261,-2.9271,5,0,0,0,0,0
22.7204,-123.5177,0.9264,-2.9278,5,0,0,0,0,0
21.7428,-123.7281,0.9272,-2.928,5,0,0,0,0,0
20.7659,-123.942,0.9325,-2.9227,5,0,0,0,0,0
19.7901,-124.1606,0.9299,-2.9192,5,0,0,0,0,0
18.8151,-124.3824,0.9249,-2.9304,5,0,0,0,0,0
17.836,-124.5858,0.9216,-2.943,5,0,0,0,0,0
16.8541,-124.7753,0.9195,-2.9575,5,0,0,0,0,0
15.8698,-124.9519,0.9171,-2.9743,5,0,0,0,0,0
14.8825,-125.1102,0.9147,-2.9915,5,0,0,0,0,0
13.8924,-125.2508,0.9132,-3.0099,5,0,0,0,0,0
12.8999,-125.3728,0.9123,-3.0268,5,0,0,0,0,0
11.9055,-125.4789,0.9158,-3.0429,5,0,0,0,0,0
10.9097,-125.5697,0.9157,-3.0598,5,0,0,0,0,0
9.9125,-125.6438,0.9145,-3.0844,5,0,0,0,0,0
8.9136,-125.6894,0.9143,-3.1158,5,0,0,0,0,0
7.9137,-125.6985,0.9205,3.1321,5,0,0,0,0,0
6.9142,-125.6706,0.9287,3.0954,5,0,0,0,0,0
5.9164,-125.6043,0.9374,3.0608,5,0,0,0,0,0
4.9215,-125.5029,0.9462,3.0347,5,0,0,0,0,0
3.929,-125.38,0.9573,3.0241,5,0,0,0,0,0
2.9364,-125.2583,0.9697,3.0217,5,0,0,0,0,0
1.9433,-125.1408,0.9788,3.0232,5,0,0,0,0,0
0.9503,-125.0234,0.9878,3.0247,5,0,0,0,0,0
-0.0429,-124.9071,0.995,3.0265,5,0,0,0,0,0
-1.0365,-124.7934,1.0043,3.0268,5,0,0,0,0,0
-2.0297,-124.677,1.0116,3.0279,5,0,0,0,0,0
-3.0233,-124.5645,1.0116,3.0284,5,0,0,0,0,0
-4.0171,-124.4532,1.01,3.0327,5,0,0,0,0,0
-5.0113,-124.3458,1.0081,3.0331,5,0,0,0,0,0
-6.0056,-124.2385,1.0089,3.0351,5,0,0,0,0,0
-6.9999,-124.1327,1.0112,3.0368,5,0,0,0,0,0
-7.9945,-124.0285,1.0197,3.0358,5,0,0,0,0,0
-8.9889,-123.9226,1.0277,3.0355,5,0,0,0,0,0
-9.9832,-123.8163,1.0355,3.0352,5,0,0,0,0,0
-10.9776,-123.7102,1.0438,3.035,5,0,0,0,0,0
-11.9718,-123.6031,1.0551,3.0371,5,0,0,0,0,0
-12.9665,-123.5006,1.0657,3.0355,5,0,0,0,0,0
-13.9608,-123.3939,1.0835,3.0384,5,0,0,0,0,0
-14.9556,-123.2918,1.1011,3.0417,5,0,0,0,0,0
-15.9509,-123.1946,1.1055,3.0447,5,0,0,0,0,0
-16.9464,-123.0996,1.1068,3.0465,5,0,0,0,0,0
-17.9419,-123.0052,1.1048,3.0472,5,0,0,0,0,0
-18.9375,-122.9111,1.1013,3.0472,5,0,0,0,0,0
-19.933,-122.8168,1.0984,3.047,5,0,0,0,0,0
-20.9285,-122.7223,1.0965,3.0467,5,0,0,0,0,0
