x,y,z,yaw,velocity,change_flag
0.0,0.0,0.0,0.04159090885810957,7.0,0.0
7.45,0.0,0.0,0.04159090885810957,7.0,0.0
14.9,0.0,0.0,0.04159090885810957,7.0,0.0
22.35,0.0,0.0,0.04159090885810957,7.0,0.0
29.8,0.0,0.0,0.04159090885810957,7.0,0.0
30.0,0.0,0.0,0.04159090885810957,7.0,0.0
30.262161612049663,0.01090983106045186,0.0,0.06407680832597215,7.0,0.0
30.934663138611846,0.054060655404030114,0.0,0.09949184597238024,7.0,0.0
31.846529615306327,0.1450844697740688,0.0,0.1563544937050531,7.0,0.0
32.8267860777529,0.2996132709139019,0.0,0.25357768995176305,7.0,0.0
33.71888357419092,0.5308060248320781,0.0,0.3696542384308965,7.0,0.0
34.491832892326485,0.8302971707714228,0.0,0.4689981201645683,7.0,0.0
35.17929472827193,1.178638306533686,0.0,0.5357247433861726,7.0,0.0
35.815464074903325,1.5562894361897006,0.0,0.5591813117917909,7.0,0.0
36.434535925096675,1.943710563810299,0.0,0.5357247433861778,7.0,0.0
37.070705271728066,2.3213616934663137,0.0,0.46899812016456,7.0,0.0
37.75816710767352,2.669702829228577,0.0,0.36965423843089956,7.0,0.0
38.53111642580908,2.9691939751679217,0.0,0.25357768995176283,7.0,0.0
39.4232139222471,3.2003867290860977,0.0,0.15635449370505372,7.0,0.0
40.40347038469367,3.354915530225931,0.0,0.09949184597237999,7.0,0.0
41.315336861388154,3.4459393445959696,0.0,0.0640768083259729,7.0,0.0
41.98783838795033,3.489090168939548,0.0,0.041590908858108955,7.0,0.0
42.25,3.5,0.0,0.041590908858108955,7.0,0.0
42.45,3.5,0.0,0.041590908858108955,7.0,0.0
49.900000000000006,3.5,0.0,0.041590908858108955,7.0,0.0
57.35,3.5,0.0,0.041590908858108955,7.0,0.0
64.8,3.5,0.0,0.041590908858108955,7.0,0.0
72.25,3.5,0.0,0.041590908858108955,7.0,0.0
