-0.43226,-0.86192,-0.26504,0.52832
-0.95783,-0.28735,0,0.95783
0.44813,0.89358,0.026172,-0.20061
-0.64642,-0.75026,-0.13876,0.63153
0.62055,0.76973,0.14976,-0.58837
-0.44813,-0.89358,-0.026172,0.72128
0.4746,0.84716,0.23889,-0.5307
-0.42472,-0.86427,-0.26954,0.53411
0,0,-1,1.3963
-0.59205,-0.78674,-0.1747,0.60772
0.56675,0.80263,0.18593,-0.5736
0,0,1,0.69813
0.43226,0.86192,0.26504,-0.52832
0,0,-1,1.3963
-0.95783,-0.28735,0,0.95783
-0.59768,-0.79423,-0.10945,0.52007
0.57306,0.81157,0.11385,-0.47644
-0.44813,-0.89358,-0.026172,0.20061
0.4639,0.87612,0.13117,-0.36451
-0.54916,-0.81119,-0.20099,0.58767
-0.95783,-0.28735,0,0.95783
0.55849,0.82496,0.086743,-0.43337
-0.55849,-0.82496,-0.086743,0.67979
0.64642,0.75026,0.13876,-0.63153
-0.66175,-0.73864,-0.12845,0.63985
-0.50029,-0.83562,-0.22684,0.55256
0.51241,0.85587,0.070196,-0.33956
-0.51241,-0.85587,-0.070196,0.67915
0.6055,0.77962,0.15987,-0.58302
-0.62055,-0.76973,-0.14976,0.58837
0,0,1,1.3963
0,0,-1,-0.69813
-0.59768,-0.79423,-0.10945,0.66022
0.57306,0.81157,0.11385,-0.63175
-0.43701,-0.88928,-0.13495,0.64897
0.4639,0.87612,0.13117,-0.63172
0.44813,0.89358,0.026172,-0.72128
0.20492,0.90032,0.38397,0.49522
-0.20492,-0.90032,-0.38397,0.49522
-0.95783,-0.28735,0,0.95783
0.14776,0.6492,-0.74612,1.0713
-0.8566,-0.51396,-0.045739,0.8566
-0.74626,-0.65816,-0.099582,0.75012
-0.65227,-0.74368,-0.14659,0.66417
-0.57813,-0.79482,-0.18449,0.6017
-0.52031,-0.82656,-0.21465,0.55869
-0.4746,-0.84716,-0.23889,0.5307
-0.43769,-0.8611,-0.25871,0.51435
-0.40714,-0.8709,-0.27525,0.50732
-0.38126,-0.87803,-0.28932,0.50815
0.95783,0.28735,0,0.95783
-0.14776,-0.6492,0.74612,1.0713
0.8566,0.51396,0.045739,0.8566
0.74626,0.65816,0.099582,0.75012
0.65227,0.74368,0.14659,0.66417
0.57813,0.79482,0.18449,0.6017
0.52031,0.82656,0.21465,0.55869
0.4746,0.84716,0.23889,0.5307
0.43769,0.8611,0.25871,0.51435
0.40714,0.8709,0.27525,0.50732
0.38126,0.87803,0.28932,0.50815
-0.41901,-0.86599,-0.27293,0.53867
0,0,-1,1.3963
-0.54525,-0.81319,-0.20352,0.58869
0.52059,0.82632,0.21491,-0.56221
0,0,1,0.69813
0.42472,0.86427,0.26954,-0.53411
-0.52104,-0.82531,-0.21767,0.57834
